id_text,provenience,assumed_prov,Random
P457233,Umma (mod. Tell Jokha),,8
P457234,Umma (mod. Tell Jokha),,9
P457235,Girsu (mod. Tello),,2
P457236,Umma (mod. Tell Jokha),,7
P457237,Girsu (mod. Tello),,6
P457238,Nippur (mod. Nuffar),,4
P457239,Umma (mod. Tell Jokha),,8
P457240,Girsu (mod. Tello),,5
P457241,Girsu (mod. Tello),,2
P457242,Nippur (mod. Nuffar),,1
P457243,Nippur (mod. Nuffar),,3
P457244,Nippur (mod. Nuffar),,8
P457245,Nippur (mod. Nuffar),,6
P457246,Nippur (mod. Nuffar),,5
P457247,Nippur (mod. Nuffar),,7
P457248,Nippur (mod. Nuffar),,9
P457249,Nippur (mod. Nuffar),,7
P457250,Umma (mod. Tell Jokha),,3
P457251,Nippur (mod. Nuffar),,10
P457252,Nippur (mod. Nuffar),,5
P457253,Girsu (mod. Tello),,2
P457254,Ur (mod. Tell Muqayyar),,5
P457255,Girsu (mod. Tello),,7
P457256,Girsu (mod. Tello),,3
P457257,Nippur (mod. Nuffar),,9
P457258,Girsu (mod. Tello),,9
P457259,Girsu (mod. Tello),,3
P457260,Girsu (mod. Tello),,4
P457261,Nippur (mod. Nuffar),,8
P457262,Nippur (mod. Nuffar),,7
P457263,Umma (mod. Tell Jokha),,8
P457264,Girsu (mod. Tello),,6
P457265,Girsu (mod. Tello),,8
P457266,Umma (mod. Tell Jokha),,4
P457267,Girsu (mod. Tello),,10
P457268,Girsu (mod. Tello),,6
P457269,Girsu (mod. Tello),,8
P457270,Girsu (mod. Tello),,3
P457271,Umma (mod. Tell Jokha),,3
P457272,Girsu (mod. Tello),,10
P457273,Nippur (mod. Nuffar),,9
P457274,Girsu (mod. Tello),,5
P457275,Girsu (mod. Tello),,3
P457276,Umma (mod. Tell Jokha),,8
P457277,Umma (mod. Tell Jokha),,3
P457278,Girsu (mod. Tello),,1
P457279,Umma (mod. Tell Jokha),,7
P457280,Nippur (mod. Nuffar),,8
P457281,Umma (mod. Tell Jokha),,9
P457282,Umma (mod. Tell Jokha),,6
P457283,Nippur (mod. Nuffar),,2
P457284,0,,1
P457285,Umma (mod. Tell Jokha),,1
P457286,Girsu (mod. Tello),,9
P457287,Girsu (mod. Tello),,10
P457288,Girsu (mod. Tello),,9
P457289,Irisagrig (mod. uncertain),,2
P457290,Umma (mod. Tell Jokha),,5
P457291,Girsu (mod. Tello),,6
P457292,Ur (mod. Tell Muqayyar),,8
P457293,Girsu (mod. Tello),,5
P457294,Girsu (mod. Tello),,4
P457295,Girsu (mod. Tello),,1
P457296,Girsu (mod. Tello),,9
P457297,Girsu (mod. Tello),,5
P457298,Girsu (mod. Tello),,10
P457299,Girsu (mod. Tello),,1
P457300,Ur (mod. Tell Muqayyar),,2
P457301,,PuzriÅ¡-Dagan (mod. Drehem) ,4
P457302,Girsu (mod. Tello),,9
P457303,Girsu (mod. Tello),,1
P457304,Girsu (mod. Tello),,7
P457305,Girsu (mod. Tello),,9
P457306,Nippur (mod. Nuffar),,5
P457307,Girsu (mod. Tello),,10
P457308,Girsu (mod. Tello),,9
P457309,Girsu (mod. Tello),,2
P457310,Girsu (mod. Tello),,5
P457311,Girsu (mod. Tello),,2
P457312,Umma (mod. Tell Jokha),,10
P457313,0,,6
P457314,Umma (mod. Tell Jokha),,8
P457315,Girsu (mod. Tello),,5
P457316,Ur (mod. Tell Muqayyar),,2
P457317,Girsu (mod. Tello),,4
P457318,Irisagrig (mod. uncertain),,3
P457319,Irisagrig (mod. uncertain),,7
P457320,Irisagrig (mod. uncertain),,2
P457321,Irisagrig (mod. uncertain),,3
P457322,,Irisagrig (mod. uncertain) ,6
P457323,Girsu (mod. Tello),,10
P457324,Girsu (mod. Tello),,9
P457325,Umma (mod. Tell Jokha),,10
P457326,Umma (mod. Tell Jokha),,8
P457327,Girsu (mod. Tello),,5
P457328,Girsu (mod. Tello),,1
P457329,Girsu (mod. Tello),,6
P457330,Umma (mod. Tell Jokha),,3
P457331,Nippur (mod. Nuffar),,3
P457332,Girsu (mod. Tello),,5
P457333,Umma (mod. Tell Jokha),,1
P457334,Girsu (mod. Tello),,8
P457335,Nippur (mod. Nuffar),,7
P457336,Girsu (mod. Tello),,5
P457337,Girsu (mod. Tello),,2
P457338,Umma (mod. Tell Jokha),,4
P457339,0,,2
P457340,Umma (mod. Tell Jokha),,3
P457341,Nippur (mod. Nuffar),,3
P457342,Girsu (mod. Tello),,10
P457343,,Irisagrig (mod. uncertain) ,4
P457344,PuzriÅ¡-Dagan (mod. Drehem),,6
P457345,Umma (mod. Tell Jokha),,5
P457346,Nippur (mod. Nuffar),,10
P457347,Umma (mod. Tell Jokha),,1
P457348,Nippur (mod. Nuffar),,4
P457349,Umma (mod. Tell Jokha),,5
P457350,Umma (mod. Tell Jokha),,3
P457351,Girsu (mod. Tello),,6
P457352,Girsu (mod. Tello),,1
P457353,Girsu (mod. Tello),,1
P457354,Girsu (mod. Tello),,6
P457355,Nippur (mod. Nuffar),,7
P457356,Umma (mod. Tell Jokha),,9
P457357,Umma (mod. Tell Jokha),,9
P457358,Nippur (mod. Nuffar),,3
P457359,Umma (mod. Tell Jokha),,5
P457360,Girsu (mod. Tello),,4
P457361,Umma (mod. Tell Jokha),,6
P457362,Nippur (mod. Nuffar),,4
P457363,Nippur (mod. Nuffar),,1
P457364,Nippur (mod. Nuffar),,9
P457366,Umma (mod. Tell Jokha),,7
P457367,PuzriÅ¡-Dagan (mod. Drehem),,8
P457368,Girsu (mod. Tello),,8
P457369,Girsu (mod. Tello),,4
P457370,Umma (mod. Tell Jokha),,8
P457371,Nippur (mod. Nuffar),,10
P457372,Girsu (mod. Tello),,2
P457373,Umma (mod. Tell Jokha),,10
P457374,Girsu (mod. Tello),,5
P457375,Umma (mod. Tell Jokha),,3
P457376,Girsu (mod. Tello),,2
P457377,Girsu (mod. Tello),,2
P457378,Girsu (mod. Tello),,8
P457379,Nippur (mod. Nuffar),,1
P457380,Umma (mod. Tell Jokha),,1
P457381,Umma (mod. Tell Jokha),,5
P457382,Umma (mod. Tell Jokha),,9
P457383,Nippur (mod. Nuffar),,10
P457384,Umma (mod. Tell Jokha),,4
P457385,Umma (mod. Tell Jokha),,9
P457386,Girsu (mod. Tello),,8
P457387,Girsu (mod. Tello),,4
P457388,Girsu (mod. Tello),,1
P457389,Girsu (mod. Tello),,10
P457390,Umma (mod. Tell Jokha),,5
P457391,Umma (mod. Tell Jokha),,10
P457392,Girsu (mod. Tello),,8
P457393,Umma (mod. Tell Jokha),,7
P457394,Umma (mod. Tell Jokha),,5
P457395,Umma (mod. Tell Jokha),,7
P457396,Umma (mod. Tell Jokha),,9
P457397,Umma (mod. Tell Jokha),,3
P457398,Umma (mod. Tell Jokha),,7
P457399,Nippur (mod. Nuffar),,7
P457400,Umma (mod. Tell Jokha),,3
P457401,Nippur (mod. Nuffar),,2
P457402,Umma (mod. Tell Jokha),,4
P457403,,Umma (mod. Tell Jokha) ,6
P457404,Umma (mod. Tell Jokha),,5
P457405,Umma (mod. Tell Jokha),,5
P457406,Umma (mod. Tell Jokha),,1
P457407,Nippur (mod. Nuffar),,2
P457408,Nippur (mod. Nuffar),,4
P457409,Umma (mod. Tell Jokha),,4
P457410,Nippur (mod. Nuffar),,8
P457411,Umma (mod. Tell Jokha),,3
P457412,Umma (mod. Tell Jokha),,7
P457413,Umma (mod. Tell Jokha),,9
P457414,Girsu (mod. Tello),,4
P457415,Girsu (mod. Tello),,8
P457416,Girsu (mod. Tello),,7
P457417,Girsu (mod. Tello),,2
P457418,Girsu (mod. Tello),,5
P457419,Nippur (mod. Nuffar),,6
P457420,Girsu (mod. Tello),,8
P457421,Nippur (mod. Nuffar),,10
P457422,Nippur (mod. Nuffar),,7
P457423,Umma (mod. Tell Jokha),,1
P457424,Nippur (mod. Nuffar),,5
P457425,Nippur (mod. Nuffar),,8
P457426,Nippur (mod. Nuffar),,10
P457427,Nippur (mod. Nuffar),,8
P457428,Nippur (mod. Nuffar),,10
P457429,Girsu (mod. Tello),,1
P457430,Girsu (mod. Tello),,7
P457431,Nippur (mod. Nuffar),,9
P457432,Girsu (mod. Tello),,2
P457433,Nippur (mod. Nuffar),,2
P457434,Nippur (mod. Nuffar),,7
P457435,Nippur (mod. Nuffar),,4
P457436,Umma (mod. Tell Jokha),,7
P457437,Umma (mod. Tell Jokha),,7
P457438,Girsu (mod. Tello),,9
P457439,Nippur (mod. Nuffar),,10
P457440,Nippur (mod. Nuffar),,8
P457441,Girsu (mod. Tello),,8
P457442,Umma (mod. Tell Jokha),,9
P457443,Umma (mod. Tell Jokha),,6
P457444,Ur (mod. Tell Muqayyar),,10
P457445,Nippur (mod. Nuffar),,1
P457446,Girsu (mod. Tello),,8
P457447,Nippur (mod. Nuffar),,8
P457448,0,,2
P457449,Nippur (mod. Nuffar),,4
P457450,Umma (mod. Tell Jokha),,8
P457451,Umma (mod. Tell Jokha),,6
P457452,,Ur (mod. Tell Muqayyar) ,7
P457453,Umma (mod. Tell Jokha),,7
P457454,Nippur (mod. Nuffar),,7
P457455,Umma (mod. Tell Jokha),,7
P457456,Umma (mod. Tell Jokha),,5
P457457,Umma (mod. Tell Jokha),,9
P457458,Umma (mod. Tell Jokha),,5
P457459,Umma (mod. Tell Jokha),,10
P457460,Girsu (mod. Tello),,6
P457461,Girsu (mod. Tello),,6
P457462,,PuzriÅ¡-Dagan (mod. Drehem) ,6
P457463,Girsu (mod. Tello),,2
P457464,Nippur (mod. Nuffar),,6
P457465,Umma (mod. Tell Jokha),,7
P457466,Nippur (mod. Nuffar),,4
P457467,Nippur (mod. Nuffar),,2
P457468,Nippur (mod. Nuffar),,2
P457469,Girsu (mod. Tello),,3
P457470,Girsu (mod. Tello),,6
P457471,Girsu (mod. Tello),,7
P457472,Umma (mod. Tell Jokha),,8
P457473,Girsu (mod. Tello),,1
P457474,Girsu (mod. Tello),,9
P457475,0,,2
P457476,Girsu (mod. Tello),,3
P457477,Girsu (mod. Tello),,8
P457478,Girsu (mod. Tello),,2
P457479,Girsu (mod. Tello),,6
P457480,Girsu (mod. Tello),,2
P457481,Girsu (mod. Tello),,7
P457482,Girsu (mod. Tello),,9
P457483,Girsu (mod. Tello),,1
P457484,Irisagrig (mod. uncertain),,5
P457485,Girsu (mod. Tello),,6
P457486,Girsu (mod. Tello),,6
P457487,Girsu (mod. Tello),,10
P457488,Girsu (mod. Tello),,1
P457489,Girsu (mod. Tello),,5
P457490,Girsu (mod. Tello),,6
P457491,Girsu (mod. Tello),,6
P457493,Girsu (mod. Tello),,9
P457494,Girsu (mod. Tello),,2
P457495,Girsu (mod. Tello),,2
P457496,Girsu (mod. Tello),,9
P457497,Girsu (mod. Tello),,8
P457498,Girsu (mod. Tello),,9
P457499,Girsu (mod. Tello),,8
P457500,Girsu (mod. Tello),,4
P457501,Girsu (mod. Tello),,2
P457502,Girsu (mod. Tello),,2
P457503,Umma (mod. Tell Jokha),,9
P457504,Girsu (mod. Tello),,1
P457505,Girsu (mod. Tello),,9
P457506,Girsu (mod. Tello),,4
P457507,Girsu (mod. Tello),,4
P457508,Girsu (mod. Tello),,9
P457509,Girsu (mod. Tello),,4
P457510,Girsu (mod. Tello),,7
P457511,Girsu (mod. Tello),,4
P457513,Girsu (mod. Tello),,5
P457514,Girsu (mod. Tello),,6
P457515,Umma (mod. Tell Jokha),,1
P457516,Umma (mod. Tell Jokha),,1
P457517,Girsu (mod. Tello),,10
P457518,Girsu (mod. Tello),,2
P457519,Girsu (mod. Tello),,4
P457520,Girsu (mod. Tello),,10
P457522,Girsu (mod. Tello),,4
P457523,Girsu (mod. Tello),,10
P457524,Girsu (mod. Tello),,4
P457525,Girsu (mod. Tello),,5
P457526,,PuzriÅ¡-Dagan (mod. Drehem) ,3
P457527,Girsu (mod. Tello),,5
P457528,Girsu (mod. Tello),,10
P457529,Umma (mod. Tell Jokha),,1
P457530,Girsu (mod. Tello),,8
P457531,Nippur (mod. Nuffar),,5
P457532,,Girsu (mod. Tello) ,5
P457533,Nippur (mod. Nuffar),,2
P457534,Umma (mod. Tell Jokha),,2
P457535,Girsu (mod. Tello),,6
P457536,Girsu (mod. Tello),,4
P457538,Girsu (mod. Tello),,9
P457539,Girsu (mod. Tello),,7
P457540,Girsu (mod. Tello),,10
P457541,Girsu (mod. Tello),,4
P457542,Girsu (mod. Tello),,8
P457543,Umma (mod. Tell Jokha),,4
P457544,Girsu (mod. Tello),,6
P457545,Girsu (mod. Tello),,8
P457546,Girsu (mod. Tello),,5
P457547,Umma (mod. Tell Jokha),,5
P457548,Nippur (mod. Nuffar),,4
P457549,Girsu (mod. Tello),,6
P457550,Umma (mod. Tell Jokha),,4
P457551,Girsu (mod. Tello),,2
P457552,Girsu (mod. Tello),,8
P457553,Girsu (mod. Tello),,3
P457554,Umma (mod. Tell Jokha),,7
P457555,Ur (mod. Tell Muqayyar),,2
P457556,Irisagrig (mod. uncertain),,9
P457557,Girsu (mod. Tello),,5
P457558,Girsu (mod. Tello),,1
P457559,Girsu (mod. Tello),,2
P457560,Irisagrig (mod. uncertain),,2
P457561,Umma (mod. Tell Jokha),,1
P457562,Girsu (mod. Tello),,2
P457563,Girsu (mod. Tello),,9
P457564,Umma (mod. Tell Jokha),,1
P457565,Girsu (mod. Tello),,3
P457566,Girsu (mod. Tello),,10
P457567,Umma (mod. Tell Jokha),,5
P457568,0,,1
P457569,Umma (mod. Tell Jokha),,6
P457570,Umma (mod. Tell Jokha),,7
P457571,Girsu (mod. Tello),,9
P457572,,Umma (mod. Tell Jokha) ,9
P457573,Umma (mod. Tell Jokha),,2
P457574,Umma (mod. Tell Jokha),,7
P457575,Nippur (mod. Nuffar),,3
P457576,Nippur (mod. Nuffar),,10
P457577,Nippur (mod. Nuffar),,9
P457578,Girsu (mod. Tello),,2
P457579,Nippur (mod. Nuffar),,8
P457580,Girsu (mod. Tello),,4
P457581,Nippur (mod. Nuffar),,3
P457582,Nippur (mod. Nuffar),,1
P457583,Nippur (mod. Nuffar),,7
P457584,Girsu (mod. Tello),,2
P457585,Umma (mod. Tell Jokha),,2
P457587,0,,4
P457588,Nippur (mod. Nuffar),,1
P457589,Nippur (mod. Nuffar),,1
P457590,,Nippur (mod. Nuffar) ,1
P457591,Nippur (mod. Nuffar),,7
P457592,Nippur (mod. Nuffar),,8
P457593,Girsu (mod. Tello),,1
P457594,Nippur (mod. Nuffar),,4
P457595,Nippur (mod. Nuffar),,2
P457596,Umma (mod. Tell Jokha),,8
P457597,Girsu (mod. Tello),,10
P457598,,Umma (mod. Tell Jokha) ,3
P457599,Umma (mod. Tell Jokha),,5
P457600,Umma (mod. Tell Jokha),,8
P457601,,Umma (mod. Tell Jokha) ,3
P457602,0,,3
P457603,Umma (mod. Tell Jokha),,1
P457604,Ur (mod. Tell Muqayyar),,1
P457605,Umma (mod. Tell Jokha),,8
P457606,Girsu (mod. Tello),,4
P457607,Girsu (mod. Tello),,6
P457608,Girsu (mod. Tello),,10
P457609,Umma (mod. Tell Jokha),,2
P457610,Umma (mod. Tell Jokha),,4
P457611,Umma (mod. Tell Jokha),,7
P457612,Umma (mod. Tell Jokha),,8
P457613,Girsu (mod. Tello),,6
P457614,Nippur (mod. Nuffar),,2
P457615,Nippur (mod. Nuffar),,4
P457616,Umma (mod. Tell Jokha),,10
P457617,Nippur (mod. Nuffar),,9
P457618,Umma (mod. Tell Jokha),,1
P457619,Nippur (mod. Nuffar),,7
P457620,Umma (mod. Tell Jokha),,4
P457621,Nippur (mod. Nuffar),,8
P457623,Umma (mod. Tell Jokha),,4
P457624,Girsu (mod. Tello),,1
P457625,Girsu (mod. Tello),,4
P457626,Girsu (mod. Tello),,3
P457627,Girsu (mod. Tello),,3
P457628,Girsu (mod. Tello),,1
P457629,Girsu (mod. Tello),,8
P457630,Girsu (mod. Tello),,8
P457631,Girsu (mod. Tello),,2
P457632,Girsu (mod. Tello),,7
P457633,Girsu (mod. Tello),,3
P457634,Nippur (mod. Nuffar),,7
P457635,Girsu (mod. Tello),,4
P457636,Girsu (mod. Tello),,5
P457637,Girsu (mod. Tello),,4
P457638,Girsu (mod. Tello),,8
P457639,Girsu (mod. Tello),,2
P457640,Umma (mod. Tell Jokha),,10
P457641,Girsu (mod. Tello),,9
P457642,Girsu (mod. Tello),,6
P457643,Girsu (mod. Tello),,4
P457644,Girsu (mod. Tello),,8
P457645,Girsu (mod. Tello),,6
P457646,Girsu (mod. Tello),,7
P457647,Girsu (mod. Tello),,10
P457648,Girsu (mod. Tello),,9
P457649,Girsu (mod. Tello),,6
P457650,Nippur (mod. Nuffar),,8
P457651,Girsu (mod. Tello),,4
P457652,Girsu (mod. Tello),,7
P457653,Girsu (mod. Tello),,8
P457654,Girsu (mod. Tello),,6
P457655,Girsu (mod. Tello),,5
P457656,Girsu (mod. Tello),,5
P457657,Girsu (mod. Tello),,10
P457658,Girsu (mod. Tello),,2
P457659,Girsu (mod. Tello),,2
P457660,Ur (mod. Tell Muqayyar),,6
P457661,Ur (mod. Tell Muqayyar),,2
P457662,Girsu (mod. Tello),,2
P457663,Girsu (mod. Tello),,10
P457664,Girsu (mod. Tello),,2
P457665,Girsu (mod. Tello),,1
P457666,Girsu (mod. Tello),,8
P457667,Girsu (mod. Tello),,6
P457668,Umma (mod. Tell Jokha),,2
P457669,Nippur (mod. Nuffar),,3
P457670,Girsu (mod. Tello),,8
P457671,Nippur (mod. Nuffar),,5
P457672,Umma (mod. Tell Jokha),,3
P457673,Nippur (mod. Nuffar),,7
P457674,Girsu (mod. Tello),,2
P457675,Girsu (mod. Tello),,2
P457676,Nippur (mod. Nuffar),,3
P457677,Nippur (mod. Nuffar),,8
P457678,Nippur (mod. Nuffar),,1
P457679,Nippur (mod. Nuffar),,10
P457680,Umma (mod. Tell Jokha),,7
P457681,Umma (mod. Tell Jokha),,7
P457682,Umma (mod. Tell Jokha),,9
P457683,Nippur (mod. Nuffar),,2
P457684,Umma (mod. Tell Jokha),,4
P457685,,Adab (mod. Bismaya) ,6
P457686,Girsu (mod. Tello),,2
P457687,Umma (mod. Tell Jokha),,10
P457688,Nippur (mod. Nuffar),,7
P457689,Girsu (mod. Tello),,5
P457690,Umma (mod. Tell Jokha),,8
P457691,Umma (mod. Tell Jokha),,4
P457692,Girsu (mod. Tello),,8
P457693,Umma (mod. Tell Jokha),,8
P457694,Umma (mod. Tell Jokha),,7
P457695,Umma (mod. Tell Jokha),,6
P457696,Umma (mod. Tell Jokha),,1
P457697,Umma (mod. Tell Jokha),,10
P457698,Umma (mod. Tell Jokha),,8
P457699,Girsu (mod. Tello),,9
P457700,Nippur (mod. Nuffar),,1
P457701,Umma (mod. Tell Jokha),,1
P457702,Nippur (mod. Nuffar),,1
P457703,Nippur (mod. Nuffar),,8
P457704,Girsu (mod. Tello),,6
P457705,Girsu (mod. Tello),,9
P457706,Girsu (mod. Tello),,1
P457707,Girsu (mod. Tello),,8
P457708,Girsu (mod. Tello),,7
P457709,Girsu (mod. Tello),,4
P457710,Girsu (mod. Tello),,7
P457711,Girsu (mod. Tello),,9
P457712,Girsu (mod. Tello),,1
P457713,Girsu (mod. Tello),,8
P457714,Girsu (mod. Tello),,5
P457715,Girsu (mod. Tello),,2
P457716,Girsu (mod. Tello),,6
P457717,Girsu (mod. Tello),,6
P457718,Girsu (mod. Tello),,8
P457719,Girsu (mod. Tello),,3
P457720,Girsu (mod. Tello),,6
P457721,Girsu (mod. Tello),,10
P457722,Girsu (mod. Tello),,5
P457723,Girsu (mod. Tello),,3
P457724,Girsu (mod. Tello),,4
P457725,Girsu (mod. Tello),,8
P457726,Girsu (mod. Tello),,2
P457727,Girsu (mod. Tello),,6
P457728,Girsu (mod. Tello),,1
P457729,Nippur (mod. Nuffar),,8
P457730,Girsu (mod. Tello),,6
P457731,Girsu (mod. Tello),,8
P457732,Ur (mod. Tell Muqayyar),,2
P457733,Girsu (mod. Tello),,8
P457734,Umma (mod. Tell Jokha),,10
P457735,Umma (mod. Tell Jokha),,4
P457736,Girsu (mod. Tello),,10
P457737,Girsu (mod. Tello),,9
P457738,Nippur (mod. Nuffar),,6
P457739,Girsu (mod. Tello),,9
P457740,Girsu (mod. Tello),,4
P457741,Girsu (mod. Tello),,6
P457742,Girsu (mod. Tello),,10
P457743,Girsu (mod. Tello),,10
P457744,Ur (mod. Tell Muqayyar),,9
P457745,Girsu (mod. Tello),,3
P457746,Umma (mod. Tell Jokha),,4
P457747,Nippur (mod. Nuffar),,3
P457748,Nippur (mod. Nuffar),,1
P457749,Umma (mod. Tell Jokha),,10
P457750,Umma (mod. Tell Jokha),,8
P457751,Umma (mod. Tell Jokha),,1
P457752,Nippur (mod. Nuffar),,2
P457753,Nippur (mod. Nuffar),,7
P457757,Umma (mod. Tell Jokha),,9
P457758,Nippur (mod. Nuffar),,3
P457759,Umma (mod. Tell Jokha),,9
P457760,Umma (mod. Tell Jokha),,7
P457761,,Girsu (mod. Tello) ,8
P457762,Umma (mod. Tell Jokha),,3
P457763,Umma (mod. Tell Jokha),,4
P457764,PuzriÅ¡-Dagan (mod. Drehem),,2
P457765,Umma (mod. Tell Jokha),,2
P457766,Umma (mod. Tell Jokha),,7
P457767,Umma (mod. Tell Jokha),,6
P457770,Umma (mod. Tell Jokha),,3
P457771,Umma (mod. Tell Jokha),,10
P457772,Umma (mod. Tell Jokha),,8
P457773,Nippur (mod. Nuffar),,3
P457774,Umma (mod. Tell Jokha),,7
P457775,Umma (mod. Tell Jokha),,7
P457776,Umma (mod. Tell Jokha),,1
P457777,Umma (mod. Tell Jokha),,7
P457778,Umma (mod. Tell Jokha),,7
P457779,Nippur (mod. Nuffar),,6
P457780,Umma (mod. Tell Jokha),,1
P457781,Umma (mod. Tell Jokha),,8
P457782,Umma (mod. Tell Jokha),,10
P457783,Umma (mod. Tell Jokha),,9
P457785,Umma (mod. Tell Jokha),,3
P457787,Girsu (mod. Tello),,5
P457789,Umma (mod. Tell Jokha),,9
P457790,Umma (mod. Tell Jokha),,2
P457791,Umma (mod. Tell Jokha),,10
P457792,Umma (mod. Tell Jokha),,1
P457793,Umma (mod. Tell Jokha),,9
P457794,Umma (mod. Tell Jokha),,10
P457795,Girsu (mod. Tello),,2
P457796,Umma (mod. Tell Jokha),,3
P457797,Umma (mod. Tell Jokha),,8
P457798,Umma (mod. Tell Jokha),,6
P457800,GarÅ¡ana (mod. uncertain),,5
P457801,Umma (mod. Tell Jokha),,9
P457802,Umma (mod. Tell Jokha),,7
P457803,Umma (mod. Tell Jokha),,10
P457804,Girsu (mod. Tello),,6
P457805,Umma (mod. Tell Jokha),,8
P457806,Umma (mod. Tell Jokha),,3
P457807,Umma (mod. Tell Jokha),,8
P457808,Umma (mod. Tell Jokha),,9
P457809,Umma (mod. Tell Jokha),,9
P457810,Umma (mod. Tell Jokha),,9
P457811,Umma (mod. Tell Jokha),,1
P457812,Girsu (mod. Tello),,3
P457813,Umma (mod. Tell Jokha),,4
P457814,Umma (mod. Tell Jokha),,1
P457815,Girsu (mod. Tello),,3
P457816,Girsu (mod. Tello),,3
P457817,Umma (mod. Tell Jokha),,7
P457818,Umma (mod. Tell Jokha),,10
P457819,Umma (mod. Tell Jokha),,8
P457820,Umma (mod. Tell Jokha),,8
P457821,Umma (mod. Tell Jokha),,10
P457822,Umma (mod. Tell Jokha),,5
P457823,Umma (mod. Tell Jokha),,2
P457824,Umma (mod. Tell Jokha),,4
P457825,Umma (mod. Tell Jokha),,1
P457826,Umma (mod. Tell Jokha),,9
P457827,0,,10
P457828,Girsu (mod. Tello),,6
P457829,Nippur (mod. Nuffar),,2
P457830,Nippur (mod. Nuffar),,4
P457831,Umma (mod. Tell Jokha),,9
P457832,Nippur (mod. Nuffar),,6
P457833,Ur (mod. Tell Muqayyar),,10
P457834,Umma (mod. Tell Jokha),,1
P457835,Nippur (mod. Nuffar),,2
P457836,Girsu (mod. Tello),,7
P457837,Umma (mod. Tell Jokha),,1
P457838,Umma (mod. Tell Jokha),,7
P457839,Umma (mod. Tell Jokha),,1
P457840,Umma (mod. Tell Jokha),,4
P457841,Nippur (mod. Nuffar),,1
P457842,Umma (mod. Tell Jokha),,2
P457843,Umma (mod. Tell Jokha),,4
P457844,Umma (mod. Tell Jokha),,10
P457845,Umma (mod. Tell Jokha),,6
P457846,Umma (mod. Tell Jokha),,7
P457847,Umma (mod. Tell Jokha),,3
P457848,Umma (mod. Tell Jokha),,3
P457849,Umma (mod. Tell Jokha),,5
P457850,Umma (mod. Tell Jokha),,2
P457851,Nippur (mod. Nuffar),,5
P457852,Umma (mod. Tell Jokha),,7
P457853,Umma (mod. Tell Jokha),,3
P457854,Girsu (mod. Tello),,6
P457855,Girsu (mod. Tello),,7
P457856,Girsu (mod. Tello),,7
P457857,Girsu (mod. Tello),,7
P457858,Girsu (mod. Tello),,7
P457859,Girsu (mod. Tello),,9
P457860,Girsu (mod. Tello),,4
P457861,Girsu (mod. Tello),,3
P457862,Girsu (mod. Tello),,8
P457863,Girsu (mod. Tello),,1
P457864,Girsu (mod. Tello),,4
P457865,Girsu (mod. Tello),,6
P457866,Girsu (mod. Tello),,6
P457867,Girsu (mod. Tello),,3
P457868,Girsu (mod. Tello),,4
P457869,Girsu (mod. Tello),,7
P457870,Girsu (mod. Tello),,8
P457871,Girsu (mod. Tello),,2
P457872,Umma (mod. Tell Jokha),,6
P457873,Girsu (mod. Tello),,9
P457874,Girsu (mod. Tello),,2
P457875,Girsu (mod. Tello),,7
P457876,Girsu (mod. Tello),,1
P457877,Girsu (mod. Tello),,4
P457878,Girsu (mod. Tello),,9
P457879,Girsu (mod. Tello),,4
P457880,Girsu (mod. Tello),,2
P457881,PuzriÅ¡-Dagan (mod. Drehem),,7
P457882,Girsu (mod. Tello),,8
P457883,Girsu (mod. Tello),,6
P457884,Ur (mod. Tell Muqayyar),,8
P457885,Girsu (mod. Tello),,1
P457886,Girsu (mod. Tello),,6
P457887,Girsu (mod. Tello),,3
P457888,Girsu (mod. Tello),,7
P457889,Girsu (mod. Tello),,4
P457891,PuzriÅ¡-Dagan (mod. Drehem),,2
P457892,Umma (mod. Tell Jokha),,7
P457893,Nippur (mod. Nuffar),,10
P457894,Girsu (mod. Tello),,5
P457895,Ur (mod. Tell Muqayyar),,1
P457896,Ur (mod. Tell Muqayyar),,7
P457898,Adab (mod. Bismaya),,9
P457899,Girsu (mod. Tello),,1
P457901,Girsu (mod. Tello),,7
P457902,Girsu (mod. Tello),,4
P457903,Girsu (mod. Tello),,7
P457904,Girsu (mod. Tello),,5
P457905,Girsu (mod. Tello),,10
P457906,Girsu (mod. Tello),,7
P457907,Girsu (mod. Tello),,2
P457908,Girsu (mod. Tello),,2
P457909,Girsu (mod. Tello),,5
P457910,Girsu (mod. Tello),,9
P457911,Girsu (mod. Tello),,9
P457912,Girsu (mod. Tello),,3
P457914,Umma (mod. Tell Jokha),,9
P457915,Girsu (mod. Tello),,7
P457916,Girsu (mod. Tello),,8
P457917,Girsu (mod. Tello),,2
P457918,Girsu (mod. Tello),,6
P457919,Girsu (mod. Tello),,7
P457920,Girsu (mod. Tello),,3
P457921,Girsu (mod. Tello),,3
P457922,Girsu (mod. Tello),,4
P457923,Girsu (mod. Tello),,2
P457924,Girsu (mod. Tello),,1
P457925,Girsu (mod. Tello),,8
P457926,Girsu (mod. Tello),,6
P457927,Girsu (mod. Tello),,2
P457928,Girsu (mod. Tello),,4
P457929,Girsu (mod. Tello),,9
P457930,,Girsu (mod. Tello) ,7
P457931,0,,10
P457932,,Nippur (mod. Nuffar) ,3
P457933,Girsu (mod. Tello),,9
P457935,Girsu (mod. Tello),,5
P457936,Girsu (mod. Tello),,7
P457937,Umma (mod. Tell Jokha),,1
